web_scraper_order,web_scraper_start_url,category,category_href,category_name,category_description,category_emoji_item,category_emoji_item_href,emoji,emoji_name,emoji_description
"1573517620-1819","https://emojipedia.org/","😃 Smileys & People","https://emojipedia.org/people/","Smileys & People","Emojis for smileys, people, families, hand gestures, clothing and accessories.","😜 Winking Face With Tongue","https://emojipedia.org/face-with-stuck-out-tongue-and-winking-eye/","😜","Winking Face With Tongue","A yellow face sticking out its tongue and making a zany wink, usually shown with its right eye closed and left wide open. Often conveys a sense of fun, excitement, wackiness, buffoonery, or joking.
Generally goofier than 😛 Face With Tongue and 😝 Squinting Face With Tongue but less ""crazy"" than 🤪 Zany Face.

Winking Face With Tongue was approved as part of Unicode 6.0 in 2010
under the name “Face With Stuck-Out Tongue and Winking Eye”
and added to Emoji 1.0 in 2015."
"1573496833-707","https://emojipedia.org/","🔣 Symbols","https://emojipedia.org/symbols/","Symbols","Heart emojis, clocks, arrows, signs and shapes.","🌀 Cyclone","https://emojipedia.org/cyclone/","🌀","Cyclone","An icon used to represent a cyclone. Some versions of this emoji show a spiral shape, which may be used for decorative purposes.

Cyclone was approved as part of Unicode 6.0 in 2010
and added to Emoji 1.0 in 2015."
"1573502647-997","https://emojipedia.org/","🌇 Travel & Places","https://emojipedia.org/travel-places/","Travel & Places","Emojis for varied scenes, locations, buildings and modes of transport.","🚘 Oncoming Automobile","https://emojipedia.org/oncoming-automobile/","🚘","Oncoming Automobile","A car being shown from the front. The windscreen and hood (bonnet in British English) of the car can be seen facing forward.
This car shows in red or blue on most platforms. Silver on Android.

Oncoming Automobile was approved as part of Unicode 6.0 in 2010
and added to Emoji 1.0 in 2015."
"1573502839-1004","https://emojipedia.org/","🌇 Travel & Places","https://emojipedia.org/travel-places/","Travel & Places","Emojis for varied scenes, locations, buildings and modes of transport.","🚑 Ambulance","https://emojipedia.org/ambulance/","🚑","Ambulance","An ambulance, used to transport patients between their home and the hospital.

Ambulance was approved as part of Unicode 6.0 in 2010
and added to Emoji 1.0 in 2015."
"1573516896-1651","https://emojipedia.org/","😃 Smileys & People","https://emojipedia.org/people/","Smileys & People","Emojis for smileys, people, families, hand gestures, clothing and accessories.","💁‍♀️ Woman Tipping Hand","https://emojipedia.org/woman-tipping-hand/","💁‍♀️","‍♀️ Woman Tipping Hand","The female version of the 💁 Information Desk Person emoji. Currently identical in appearance to the non-gendered base emoji.
The Woman Tipping Hand emoji is a sequence of the 💁 Information Desk Person and ♀ Female Sign emojis.
These are combined using a zero width joiner between each character and display as a single emoji on supported platforms.

Woman Tipping Hand was added to Emoji 4.0 in 2016."
"1573498328-794","https://emojipedia.org/","💡 Objects","https://emojipedia.org/objects/","Objects","Emojis for household items, celebrations, stationery and miscellaneous objects.","🔧 Wrench","https://emojipedia.org/wrench/","🔧","Wrench","A metal wrench (spanner), as used for turning nuts and bolts. Depicted with two open, crescent-shaped ends or one open end and a closed, ring-shaped end. Generally positioned at a 45° angle.
Commonly used for various content concerning tools, building, maintenance, and skilled trades like car mechanics and plumbing.

Wrench was approved as part of Unicode 6.0 in 2010
and added to Emoji 1.0 in 2015."
"1573497808-754","https://emojipedia.org/","🔣 Symbols","https://emojipedia.org/symbols/","Symbols","Heart emojis, clocks, arrows, signs and shapes.","💓 Beating Heart","https://emojipedia.org/beating-heart/","💓","Beating Heart","A heart with vibration / movement lines above it, indicating it is a beating heart. Displayed in pink or red on most platforms, this emoji is intended to be used as a beating heart representing either life, or love.

Beating Heart was approved as part of Unicode 6.0 in 2010
and added to Emoji 1.0 in 2015."
"1573515070-1572","https://emojipedia.org/","😃 Smileys & People","https://emojipedia.org/people/","Smileys & People","Emojis for smileys, people, families, hand gestures, clothing and accessories.","🧙‍♀️ Woman Mage","https://emojipedia.org/woman-mage/","🧙‍♀️","‍♀️ Woman Mage","The Woman Mage emoji is a sequence of the 🧙 Mage and ♀ Female Sign emojis.
These are combined using a zero width joiner between each character and display as a single emoji on supported platforms.

Woman Mage was added to Emoji 5.0 in 2017."
"1573509994-1262","https://emojipedia.org/","🍔 Food & Drink","https://emojipedia.org/food-drink/","Food & Drink","Emojis for fruit, vegetables, meals, beverages and utensils.","🍆 Eggplant","https://emojipedia.org/aubergine/","🍆","Eggplant","A long, bulbous, bright purple eggplant, or aubergine in British English, shown with a leafy stem. Considered lucky in Japan to dream of an eggplant the first night of the New Year. 
Widely used to represent a penis. Due to its phallic use, the hashtag #🍆 was once banned (2015) on Instagram's search function.

Eggplant was approved as part of Unicode 6.0 in 2010
under the name “Aubergine”
and added to Emoji 1.0 in 2015."
"1573502895-1006","https://emojipedia.org/","🌇 Travel & Places","https://emojipedia.org/travel-places/","Travel & Places","Emojis for varied scenes, locations, buildings and modes of transport.","🚎 Trolleybus","https://emojipedia.org/trolleybus/","🚎","Trolleybus","A type of bus that uses overhead electrical wires for power. Appears similar to a cross between a bus and a tram car.

Trolleybus was approved as part of Unicode 6.0 in 2010
and added to Emoji 1.0 in 2015."
"1573512377-1369","https://emojipedia.org/","🐻 Animals & Nature","https://emojipedia.org/nature/","Animals & Nature","Emojis for animals, nature, and weather.","🐡 Blowfish","https://emojipedia.org/blowfish/","🐡","Blowfish","A blowfish (puffer), which puffs up and becomes spiky when alarmed. Depicted as an orange or brown blowfish in full profile facing left, with small fins, a white underside, and a round, spiky body, as if inflated.
Called fugu in Japan, where it’s consumed as a delicacy.
May be to represent a variety of fish (saltwater or freshwater), fishing, metaphorical senses of fish, and fish as food, as consumed in the form of 🍣 Sushi. Not to be confused with 🐟 Fish or 🐠 Tropical Fish, though their applications may overlap. See also 🎣 Fishing Pole.
Google’s blowfish was previously blue, Microsoft’s yellow, and Facebook’s white.

Blowfish was approved as part of Unicode 6.0 in 2010
and added to Emoji 1.0 in 2015."
"1573517009-1678","https://emojipedia.org/","😃 Smileys & People","https://emojipedia.org/people/","Smileys & People","Emojis for smileys, people, families, hand gestures, clothing and accessories.","👨‍🦱 Man: Curly Hair","https://emojipedia.org/man-curly-haired/","👨‍🦱","‍🦱 Man: Curly Hair","The Man: Curly Hair emoji is a sequence of the 👨 Man and 🦱 Emoji Component Curly Hair emojis.
These are combined using a zero width joiner between each character and display as a single emoji on supported platforms.

Man: Curly Hair was added to Emoji 11.0 in 2018."
"1573512505-1396","https://emojipedia.org/","🐻 Animals & Nature","https://emojipedia.org/nature/","Animals & Nature","Emojis for animals, nature, and weather.","🐓 Rooster","https://emojipedia.org/rooster/","🐓","Rooster","A rooster (cock), a male chicken known for its cock-a-doodle-do. Depicted as a white or multicolored rooster standing on its legs in full profile facing left, with a red comb on its head and red wattle on its neck.
Not to be confused with 🐔 Chicken, though their applications overlap. See also 🐣 Hatching Chick, 🐤 Baby Chick, and 🐥 Front-Facing Baby Chick. Occasionally used as sexual slang.
One of the 12 animals of the Chinese zodiac.
Google’s rooster is brown with a green tail, Facebook’s brown with a blue tail. Google’s rooster was previously white, Microsoft’s yellow, Samsung’s looking straight ahead.

Rooster was approved as part of Unicode 6.0 in 2010
and added to Emoji 1.0 in 2015."
"1573517272-1741","https://emojipedia.org/","😃 Smileys & People","https://emojipedia.org/people/","Smileys & People","Emojis for smileys, people, families, hand gestures, clothing and accessories.","😺 Grinning Cat","https://emojipedia.org/smiling-cat-face-with-open-mouth/","😺","Grinning Cat","A cartoon cat variant of 😀 Grinning Face. Depicted as yellow on major platforms.

Grinning Cat was approved as part of Unicode 6.0 in 2010
under the name “Smiling Cat Face With Open Mouth”
and added to Emoji 1.0 in 2015."
"1573501480-955","https://emojipedia.org/","🌇 Travel & Places","https://emojipedia.org/travel-places/","Travel & Places","Emojis for varied scenes, locations, buildings and modes of transport.","🛄 Baggage Claim","https://emojipedia.org/baggage-claim/","🛄","Baggage Claim","Baggage Claim was approved as part of Unicode 6.0 in 2010
and added to Emoji 1.0 in 2015."
"1573494243-609","https://emojipedia.org/","🔣 Symbols","https://emojipedia.org/symbols/","Symbols","Heart emojis, clocks, arrows, signs and shapes.","📶 Antenna Bars","https://emojipedia.org/antenna-with-bars/","📶","Antenna Bars","Bars increasing in height, showing the strength of the mobile (cellular) phone signal. More bars signifies better reception.

Antenna Bars was approved as part of Unicode 6.0 in 2010
under the name “Antenna With Bars”
and added to Emoji 1.0 in 2015."
"1573495552-659","https://emojipedia.org/","🔣 Symbols","https://emojipedia.org/symbols/","Symbols","Heart emojis, clocks, arrows, signs and shapes.","↕ Up-Down Arrow","https://emojipedia.org/up-down-arrow/","↕️","Up-Down Arrow","A vertical line with arrowheads on both ends, pointing up and down.

Up-Down Arrow was approved as part of Unicode 1.1 in 1993
under the name “Up Down Arrow”
and added to Emoji 1.0 in 2015."
"1573512433-1383","https://emojipedia.org/","🐻 Animals & Nature","https://emojipedia.org/nature/","Animals & Nature","Emojis for animals, nature, and weather.","🐸 Frog","https://emojipedia.org/frog-face/","🐸","Frog","The face of a frog, the hopping amphibian. Generally depicted as a friendly, cartoon-styled, light-green frog looking straight ahead, with large eyes, slightly open mouth, and nostrils.
Popularly paired with ☕️ Hot Beverage to represent the But That’s None of My Business meme (used for gossip or sarcasm) or Pepe the Frog (associated with trolling and the alt-right).
Facebook’s design previously resembled Kermit the Frog.

Frog was approved as part of Unicode 6.0 in 2010
under the name “Frog Face”
and added to Emoji 1.0 in 2015."
"1573514306-1544","https://emojipedia.org/","😃 Smileys & People","https://emojipedia.org/people/","Smileys & People","Emojis for smileys, people, families, hand gestures, clothing and accessories.","🏃 Person Running","https://emojipedia.org/runner/","🏃","Person Running","A person running, with a large stride and arms outstretched. May be wearing a running shirt.
This emoji does not specify a gender, but is shown as a man on most platforms. See also: 🏃‍♀️ Woman Running or 🏃‍♂️ Man Running.

Person Running was approved as part of Unicode 6.0 in 2010
under the name “Runner”
and added to Emoji 1.0 in 2015."
