web_scraper_order,web_scraper_start_url,category,category_href,category_emoji_character,category_name,category_description,category_emoji_item,category_emoji_item_href,emoji_character,emoji_name,emoji_description,emoji_name_aliases,emoji_apple_name,emoji_unicode_name,emoji_codepoints,emoji_shortcodes,emoji_references
"1573611287-1255","https://emojipedia.org/","🌇 Travel & Places","https://emojipedia.org/travel-places/","🌇","Travel & Places","Emojis for varied scenes, locations, buildings and modes of transport.","🛵 Motor Scooter","https://emojipedia.org/motor-scooter/","🛵","Motor Scooter","A motor scooter, which may be displayed as any type of motorbike with or without a step-through frame. Distinct from the racing motorcycle, which is used for sport, not transport.

Motor Scooter was approved as part of Unicode 9.0 in 2016
and added to Emoji 3.0 in 2016.","🛵 Motor Bike
🛵 Motor Cycle
🛵 Vespa","Motor Scooter","null","U+1F6F5","null","🛵 on Instagram
🛵 on Twitter
🛵 on Wikipedia
🛵 on Yelp
🛵 on YouTube
 🛵 on Google Trends
🛵 on Nomad List"
"1573611351-1285","https://emojipedia.org/","🌇 Travel & Places","https://emojipedia.org/travel-places/","🌇","Travel & Places","Emojis for varied scenes, locations, buildings and modes of transport.","🎢 Roller Coaster","https://emojipedia.org/roller-coaster/","🎢","Roller Coaster","A roller coaster in a theme park going down a dip in the ride. Three carriages can be seen with two people in each red carriage.

Roller Coaster was approved as part of Unicode 6.0 in 2010
and added to Emoji 1.0 in 2015.","🎢 Rollercoaster
🎢 Theme Park","Roller Coaster","null","U+1F3A2",":roller_coaster:","🎟 Admission Tickets
🎈 Balloon
🎠 Carousel Horse
🎪 Circus Tent
🥤 Cup With Straw
🎡 Ferris Wheel
⛲ Fountain
🍟 French Fries
🚞 Mountain Railway"
"1573610707-983","https://emojipedia.org/","🔣 Symbols","https://emojipedia.org/symbols/","🔣","Symbols","Heart emojis, clocks, arrows, signs and shapes.","🕠 Five-Thirty","https://emojipedia.org/clock-face-five-thirty/","🕠","Five-Thirty","Five-Thirty was approved as part of Unicode 6.0 in 2010
under the name “Clock Face Five-Thirty”
and added to Emoji 1.0 in 2015.","null","Five-Thirty","Clock Face Five-Thirty","U+1F560",":clock530:","🕔 Five O’Clock
🕘 Nine O’Clock
🕤 Nine-Thirty
🕐 One O’Clock
🕖 Seven O’Clock
🕙 Ten O’Clock
🕒 Three O’Clock
🕞 Three-Thirty"
"1573611445-1328","https://emojipedia.org/","🌇 Travel & Places","https://emojipedia.org/travel-places/","🌇","Travel & Places","Emojis for varied scenes, locations, buildings and modes of transport.","🏜 Desert","https://emojipedia.org/desert/","🏜️","Desert","Desert was approved as part of Unicode 7.0 in 2014
and added to Emoji 1.0 in 2015.","null","Desert","null","U+1F3DC","null","🏜️ on Instagram
🏜️ on Twitter
🏜️ on Wikipedia
🏜️ on Yelp
🏜️ on YouTube
🏜️ on Google Trends
🏜️ on Nomad List"
"1573612169-1648","https://emojipedia.org/","🐻 Animals & Nature","https://emojipedia.org/nature/","🐻","Animals & Nature","Emojis for animals, nature, and weather.","🐸 Frog","https://emojipedia.org/frog-face/","🐸","Frog","The face of a frog, the hopping amphibian. Generally depicted as a friendly, cartoon-styled, light-green frog looking straight ahead, with large eyes, slightly open mouth, and nostrils.
Popularly paired with ☕️ Hot Beverage to represent the But That’s None of My Business meme (used for gossip or sarcasm) or Pepe the Frog (associated with trolling and the alt-right).
Facebook’s design previously resembled Kermit the Frog.

Frog was approved as part of Unicode 6.0 in 2010
under the name “Frog Face”
and added to Emoji 1.0 in 2015.","🐸 Frog
🐸 Toad","Frog Face","Frog Face","U+1F438",":frog:","🐜 Ant
🐛 Bug
🦀 Crab
🦗 Cricket
🐊 Crocodile
🐉 Dragon
🐲 Dragon Face
🐟 Fish
☕ Hot Beverage
🦘 Kangaroo
🦎 Lizard
🍄 Mushroom
🦕 Sauropod
🐍 Snake
🦖 T-Rex
🐢 Turtle"
"1573612266-1694","https://emojipedia.org/","🐻 Animals & Nature","https://emojipedia.org/nature/","🐻","Animals & Nature","Emojis for animals, nature, and weather.","🐃 Water Buffalo","https://emojipedia.org/water-buffalo/","🐃","Water Buffalo","A water buffalo, a bovine used to plough rice fields in parts of Asia. Depicted in gray or black in full profile on all fours facing left, with a tail and broad horns curled up at the tips.
Often used to represent a bull. Not to be confused with 🐂 Ox, though their applications may overlap.
Microsoft’s design was previously brown.

Water Buffalo was approved as part of Unicode 6.0 in 2010
and added to Emoji 1.0 in 2015.","🐃 Buffalo
🐃 Domestic Water Buffalo","Water Buffalo","null","U+1F403",":water_buffalo:","🐫 Two-Hump Camel
🐗 Boar
🐄 Cow
🐮 Cow Face
🐊 Crocodile
🐪 Camel
🌾 Sheaf of Rice
🦛 Hippopotamus
🐎 Horse
🐆 Leopard
👨‍🌾 Man Farmer
🐂 Ox
🦏 Rhinoceros
👩‍🌾 Woman Farmer"
"1573612357-1731","https://emojipedia.org/","😃 Smileys & People","https://emojipedia.org/people/","😃","Smileys & People","Emojis for smileys, people, families, hand gestures, clothing and accessories.","👒 Woman’s Hat","https://emojipedia.org/womans-hat/","👒","Woman’s Hat","A hat worn by women for sun protection, or for fashion.
The Apple version of this hat is made of straw and has a green bow on the front. Google shows a yellow hat on Android (with a ribbon in the latest version), while Windows and Twitter both feature a flower on the front of the hat.

Woman’s Hat was approved as part of Unicode 6.0 in 2010
under the name “Womans Hat”
and added to Emoji 1.0 in 2015.","👒 Hat
👒 Ladies Hat","Hat With Bow","Womans Hat","U+1F452",":womans_hat:","🕶 Sunglasses
🏬 Department Store
👗 Dress
🥿 Flat Shoe
💎 Gem Stone
⛑ Rescue Worker’s Helmet
🏇 Horse Racing
👲 Man With Skullcap
🧕 Woman With Headscarf
🎀 Ribbon
🥻 Sari
👢 Woman’s Boot
🎁 Wrapped Gift"
"1573611529-1366","https://emojipedia.org/","⚽ Activity","https://emojipedia.org/activity/","⚽","Activity","Emojis for sports, music, the arts, hobbies and other activities.","🏸 Badminton","https://emojipedia.org/badminton-racquet-and-shuttlecock/","🏸","Badminton","Badminton was approved as part of Unicode 8.0 in 2015
under the name “Badminton Racquet and Shuttlecock”
and added to Emoji 1.0 in 2015.","null","Badminton Racquet and Shuttlecock","Badminton Racquet and Shuttlecock","U+1F3F8","null","🏸 on Instagram
🏸 on Twitter
🏸 on Wikipedia
🏸 on Yelp
🏸 on YouTube
🏸 on Google Trends
🏸 on Nomad List"
"1573610628-945","https://emojipedia.org/","🔣 Symbols","https://emojipedia.org/symbols/","🔣","Symbols","Heart emojis, clocks, arrows, signs and shapes.","🚻 Restroom","https://emojipedia.org/restroom/","🚻","Restroom","A restroom symbol, depicting a iconography of a man and woman. Used to indicate the location of public bathrooms / toilets / restrooms.
Used as an alternative to the water closet symbol.

Restroom was approved as part of Unicode 6.0 in 2010
and added to Emoji 1.0 in 2015.","🚻 Bathroom Sign
🚻 Toilet Sign","Restroom","null","U+1F6BB",":restroom:","🚼 Baby Symbol
🚸 Children Crossing
🚹 Men’s Room
🚱 Non-Potable Water
💩 Pile of Poo
🚰 Potable Water
🧻 Roll of Paper
🚽 Toilet
🚾 Water Closet
♿ Wheelchair Symbol
🚺 Women’s Room"
"1573611149-1190","https://emojipedia.org/","💡 Objects","https://emojipedia.org/objects/","💡","Objects","Emojis for household items, celebrations, stationery and miscellaneous objects.","🎏 Carp Streamer","https://emojipedia.org/carp-streamer/","🎏","Carp Streamer","Japanese koinobori, decorative, carp-shaped windsocks flown in celebration of Children’s Day on May 5 in Japan. Generally depicted as a blue and red stylized carp fish on a golden pole.
When not applied to Children’s Day, used for various idiosyncratic purposes. SoftBank’s design resembles more traditional koinobori.

Carp Streamer was approved as part of Unicode 6.0 in 2010
and added to Emoji 1.0 in 2015.","🎏 Fish Flag
🎏 Koinobori
🎏 Wind Socks","Carp Streamer","null","U+1F38F",":flags:","🐡 Blowfish
🧒 Child
🎊 Confetti Ball
🎇 Sparkler
🐟 Fish
🇯🇵 Flag: Japan
🏮 Red Paper Lantern
🎎 Japanese Dolls
👹 Ogre
🎍 Pine Decoration
🚩 Triangular Flag
🐠 Tropical Fish
🎐 Wind Chime"
"1573610307-813","https://emojipedia.org/","🔣 Symbols","https://emojipedia.org/symbols/","🔣","Symbols","Heart emojis, clocks, arrows, signs and shapes.","ℹ Information","https://emojipedia.org/information-source/","ℹ️","Information","A lowercase letter i, enclosed in a rounded square or circle. Implemented in apps or websites to indicate that help or further information is available.
May be used as a logo for tourist information signage in a town or city.

Information was approved as part of Unicode 3.0 in 1999
under the name “Information Source”
and added to Emoji 1.0 in 2015.","ℹ️ Info
ℹ️ Lowercase I
ℹ️ Tourist Information","Information Source","Information Source","U+2139",":information_source:","Ⓜ Circled M
💡 Light Bulb
👁 Eye
💁 Person Tipping Hand
🔗 Link
🅰 A Button (Blood Type)
🅱 B Button (Blood Type)
🅾 O Button (Blood Type)
🅿 P Button
🆗 OK Button"
"1573611621-1408","https://emojipedia.org/","⚽ Activity","https://emojipedia.org/activity/","⚽","Activity","Emojis for sports, music, the arts, hobbies and other activities.","🤸‍♀️ Woman Cartwheeling","https://emojipedia.org/woman-doing-cartwheel/","🤸‍♀️","Woman Cartwheeling","The Woman Cartwheeling emoji is a sequence of the 🤸 Person Doing Cartwheel and ♀ Female Sign emojis.
These are combined using a zero width joiner between each character and display as a single emoji on supported platforms.

Woman Cartwheeling was added to Emoji 4.0 in 2016.","null","Woman Doing Cartwheel","null","U+1F938","null","🚯 No Littering
👵 Old Woman
🤸 Person Cartwheeling
🤰 Pregnant Woman
👩 Woman
👚 Woman’s Clothes
👒 Woman’s Hat
👡 Woman’s Sandal"
"1573613105-2071","https://emojipedia.org/","😃 Smileys & People","https://emojipedia.org/people/","😃","Smileys & People","Emojis for smileys, people, families, hand gestures, clothing and accessories.","😏 Smirking Face","https://emojipedia.org/smirking-face/","😏","Smirking Face","A yellow face with a sly, smug, mischievous, or suggestive facial expression. It features a half-smile, raised eyebrows, and eyes looking to the side. Often used to convey flirtation or sexual innuendo.
Not to be confused with 😒 Unamused Face, which has similar eyes but a pouting mouth. This emoji has a cat variant, 😼 Cat Face With Wry Smile.
On Snapchat, this emoji next to a contact denotes that this person snaps you frequently but you do not often snap them in return.

Smirking Face was approved as part of Unicode 6.0 in 2010
and added to Emoji 1.0 in 2015.","😏 Flirting
😏 Sexual Face
😏 Smug Face
😏 Suggestive Smile","Smirking Face","null","U+1F60F",":smirk:","😼 Cat With Wry Smile
👀 Eyes
😘 Face Blowing a Kiss
😜 Winking Face With Tongue
🌝 Full Moon Face
💋 Kiss Mark
😚 Kissing Face With Closed Eyes
🤥 Lying Face
🌚 New Moon Face
😡 Pouting Face
😈 Smiling Face With Horns
😎 Smiling Face With Sunglasses
🤔 Thinking Face
😒 Unamused Face
😉 Winking Face"
"1573611546-1374","https://emojipedia.org/","⚽ Activity","https://emojipedia.org/activity/","⚽","Activity","Emojis for sports, music, the arts, hobbies and other activities.","🎾 Tennis","https://emojipedia.org/tennis-racquet-and-ball/","🎾","Tennis","A tennis racket (racquet) with a tennis ball. Only a ball is shown on Apple, LG, Twitter, Facebook, and Mozilla platforms.

Tennis was approved as part of Unicode 6.0 in 2010
under the name “Tennis Racquet and Ball”
and added to Emoji 1.0 in 2015.","🎾 Tennis
🎾 Tennis Ball
🎾 Tennis Racket
🎾 Tennis Racquet","Tennis Ball","Tennis Racquet and Ball","U+1F3BE",":tennis:","🏸 Badminton
🧶 Yarn
⚾ Baseball
🏀 Basketball
🎱 Pool 8 Ball
🐕 Dog
🤹 Person Juggling
🏉 Rugby Football
🥎 Softball
🏓 Ping Pong
🎫 Ticket
🏐 Volleyball"
"1573611935-1541","https://emojipedia.org/","🍔 Food & Drink","https://emojipedia.org/food-drink/","🍔","Food & Drink","Emojis for fruit, vegetables, meals, beverages and utensils.","🍋 Lemon","https://emojipedia.org/lemon/","🍋","Lemon","The sour, yellow-colored citrus fruit of the lemon, usually with a stem and green leaf or leaves.
Spiked in use thanks to Beyoncé’s 2016 album, Lemonade.

Lemon was approved as part of Unicode 6.0 in 2010
and added to Emoji 1.0 in 2015.","🍋 Lemonade","Lemon","null","U+1F34B",":lemon:","🥑 Avocado
🍌 Banana
☀ Sun
🧀 Cheese Wedge
🌽 Ear of Corn
🍇 Grapes
🍏 Green Apple
🤢 Nauseated Face
🍍 Pineapple
🍎 Red Apple
🥘 Shallow Pan of Food
🍊 Tangerine
🍵 Teacup Without Handle
💛 Yellow Heart"
"1573610927-1085","https://emojipedia.org/","💡 Objects","https://emojipedia.org/objects/","💡","Objects","Emojis for household items, celebrations, stationery and miscellaneous objects.","📉 Chart Decreasing","https://emojipedia.org/chart-with-downwards-trend/","📉","Chart Decreasing","A graph showing a colored trend line, often blue, decreasing over time, as stock prices or revenues. Commonly used to represent various types of decrease, from numeral data to being metaphorically down. May also represent facts, figures, and charts more generally.
Google’s line is green, WhatsApp’s red, and Facebook’s orange.

Chart Decreasing was approved as part of Unicode 6.0 in 2010
under the name “Chart With Downwards Trend”
and added to Emoji 1.0 in 2015.","📉 Down Pointing Graph
📉 Negative Chart","Chart With Downwards Trend","Chart With Downwards Trend","U+1F4C9",":chart_with_downwards_trend:","📊 Bar Chart
📈 Chart Increasing
💹 Chart Increasing With Yen
🏛 Classical Building
📋 Clipboard
💱 Currency Exchange
🔽 Downwards Button
💲 Heavy Dollar Sign
👨‍💼 Man Office Worker
📰 Newspaper
🏢 Office Building
🗞 Rolled-Up Newspaper
👩‍💼 Woman Office Worker"
"1573612594-1841","https://emojipedia.org/","😃 Smileys & People","https://emojipedia.org/people/","😃","Smileys & People","Emojis for smileys, people, families, hand gestures, clothing and accessories.","🦹‍♂️ Man Supervillain","https://emojipedia.org/man-supervillain/","🦹‍♂️","Man Supervillain","The Man Supervillain emoji is a sequence of the 🦹 Supervillain and ♂ Male Sign emojis.
These are combined using a zero width joiner between each character and display as a single emoji on supported platforms.

Man Supervillain was added to Emoji 11.0 in 2018.","null","Man Supervillain","null","U+1F9B9","null","🧔 Man: Beard
👨 Man
🕺 Man Dancing
👲 Man With Skullcap
👴 Old Man
🇧 Regional Indicator Symbol Letter B
🦸 Superhero
🦹 Supervillain"
"1573611669-1430","https://emojipedia.org/","⚽ Activity","https://emojipedia.org/activity/","⚽","Activity","Emojis for sports, music, the arts, hobbies and other activities.","🏄 Person Surfing","https://emojipedia.org/surfer/","🏄","Person Surfing","A person on a surfboard, riding on a wave in the ocean. Wears a wetsuit or board shorts in most versions.

Person Surfing was approved as part of Unicode 6.0 in 2010
under the name “Surfer”
and added to Emoji 1.0 in 2015.","🏄 Surf
🏄 Surfing","Man Surfer","Surfer","U+1F3C4",":surfer:","🏄 Person Surfing


🏄🏻 Person Surfing: Light Skin Tone


🏄🏼 Person Surfing: Medium-Light Skin Tone


🏄🏽 Person Surfing: Medium Skin Tone


🏄🏾 Person Surfing: Medium-Dark Skin Tone


🏄🏿 Person Surfing: Dark Skin Tone


🏄‍♂️ Man Surfing


🏄🏻‍♂️ Man Surfing: Light Skin Tone


🏄🏼‍♂️ Man Surfing: Medium-Light Skin Tone


🏄🏽‍♂️ Man Surfing: Medium Skin Tone


🏄🏾‍♂️ Man Surfing: Medium-Dark Skin Tone


🏄🏿‍♂️ Man Surfing: Dark Skin Tone


🏄‍♀️ Woman Surfing


🏄🏻‍♀️ Woman Surfing: Light Skin Tone


🏄🏼‍♀️ Woman Surfing: Medium-Light Skin Tone


🏄🏽‍♀️ Woman Surfing: Medium Skin Tone


🏄🏾‍♀️ Woman Surfing: Medium-Dark Skin Tone


🏄🏿‍♀️ Woman Surfing: Dark Skin Tone"
"1573610959-1100","https://emojipedia.org/","💡 Objects","https://emojipedia.org/objects/","💡","Objects","Emojis for household items, celebrations, stationery and miscellaneous objects.","✒ Black Nib","https://emojipedia.org/black-nib/","✒️","Black Nib","The silver nib of a fountain pen, which distributes ink onto a writing surface. Positioned at a 45° angle, with its tip at the lower left or right. Like 🖋️ Fountain Pen, commonly used for various content concerning writing, drawing, and signing (e.g., laws, deals, in sports).
Several platforms, including Google, Microsoft, and Samsung, depict only a nib, sometimes ringed with gold. Other platforms, including Apple and Twitter, feature the same designs as their 🖋️ Fountain Pen, but with their tips angled to the lower right.

Black Nib was approved as part of Unicode 1.1 in 1993

and added to Emoji 1.0 in 2015.","✒️ ✒ Pen Nib
✒️ ✒ Fountain Pen","Fountain Pen","null","U+2712",":black_nib:","📒 Ledger
🔏 Locked With Pen
🖊 Pen
🖍 Crayon
🖋 Fountain Pen
🖌 Paintbrush
👨‍💼 Man Office Worker
📝 Memo
👔 Necktie
📓 Notebook
📔 Notebook With Decorative Cover
🏢 Office Building
📜 Scroll
🗒 Spiral Notepad
👩‍💼 Woman Office Worker
✍ Writing Hand"
